id,date,pct_change,expert_id,label,predicted_label
nifty_2095,2020-08-24,0.0035,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2096,2020-08-25,0.01,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2097,2020-08-26,0.0022,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2098,2020-08-27,0.0065,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2099,2020-08-31,0.0094,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2100,2020-09-01,0.0145,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2101,2020-09-02,-0.0344,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2102,2020-09-03,-0.0082,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2103,2020-09-08,0.0197,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2104,2020-09-09,-0.0174,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2105,2020-09-10,0.0005,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2106,2020-09-14,0.0051,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2107,2020-09-15,-0.004,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2108,2020-09-16,-0.0088,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2109,2020-09-17,-0.0155,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2110,2020-09-21,0.0102,Meta-Llama-3-8B-Instruct,Rise,Rise
